[16-Jan-2024 01:12:40 UTC] PHP Warning:  Undefined variable $qsid in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\child-theme-configurator\includes\classes\CSS.php on line 958
[16-Jan-2024 01:12:40 UTC] PHP Warning:  Undefined variable $qsid in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\child-theme-configurator\includes\classes\CSS.php on line 960
[16-Jan-2024 01:12:40 UTC] PHP Warning:  Undefined variable $qsid in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\child-theme-configurator\includes\classes\CSS.php on line 967
[16-Jan-2024 01:12:40 UTC] PHP Warning:  Undefined variable $qsid in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\child-theme-configurator\includes\classes\CSS.php on line 968
[16-Jan-2024 01:12:40 UTC] PHP Warning:  Undefined variable $qsid in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\child-theme-configurator\includes\classes\CSS.php on line 971
[19-Jan-2024 17:40:50 UTC] PHP Warning:  filemtime(): stat failed for C:\Users\Scradle\Local Sites\planty\app\public/wp-content/themes/blankslate-child/css/theme.css in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 20
[19-Jan-2024 17:40:50 UTC] PHP Warning:  filemtime(): stat failed for C:\Users\Scradle\Local Sites\planty\app\public/wp-content/themes/blankslate-child/css/theme.css in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 20
[21-Jan-2024 14:01:02 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\front-page.php on line 69
[26-Jan-2024 09:02:44 UTC] PHP Parse error:  Unterminated comment starting line 8 in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 8
[26-Jan-2024 09:02:44 UTC] PHP Warning:  Trying to access array offset on value of type bool in C:\Users\Scradle\Local Sites\planty\app\public\wp-includes\class-wp-recovery-mode-email-service.php on line 367
[26-Jan-2024 09:02:44 UTC] PHP Warning:  Trying to access array offset on value of type bool in C:\Users\Scradle\Local Sites\planty\app\public\wp-includes\class-wp-recovery-mode-email-service.php on line 368
[26-Jan-2024 09:02:46 UTC] PHP Parse error:  Unterminated comment starting line 8 in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 8
[26-Jan-2024 09:02:48 UTC] PHP Parse error:  Unterminated comment starting line 8 in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 8
[26-Jan-2024 09:02:49 UTC] PHP Parse error:  Unterminated comment starting line 8 in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 8
[26-Jan-2024 09:03:13 UTC] PHP Parse error:  Unterminated comment starting line 8 in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 8
[26-Jan-2024 09:03:13 UTC] PHP Parse error:  Unterminated comment starting line 8 in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 8
[26-Jan-2024 09:03:26 UTC] PHP Parse error:  Unterminated comment starting line 8 in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 8
[27-Jan-2024 21:25:45 UTC] PHP Warning:  Undefined array key "votre_emplacement_menu" in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\themes\blankslate-child\functions.php on line 27
[04-Feb-2024 12:02:24 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/6b17895d5ea8c907d5f30eaf4e7b1d6a.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:02:24 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/6b17895d5ea8c907d5f30eaf4e7b1d6a.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:02:25 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:02:25 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:02:35 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/dbf53a1a2e1fe57d01096c10010b4c41.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:02:35 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/dbf53a1a2e1fe57d01096c10010b4c41.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:02:35 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:02:35 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:03:06 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/dbf53a1a2e1fe57d01096c10010b4c41.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:03:06 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/dbf53a1a2e1fe57d01096c10010b4c41.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:03:06 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:03:06 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:03:07 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/6b17895d5ea8c907d5f30eaf4e7b1d6a.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:03:07 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/6b17895d5ea8c907d5f30eaf4e7b1d6a.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:03:08 UTC] PHP Warning:  md5_file(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp): Failed to open stream: No such file or directory in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 130
[04-Feb-2024 12:03:08 UTC] PHP Warning:  rename(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/404.css.tmp,C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/.css): Le fichier spécifié est introuvable (code: 2) in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\optimizer.cls.php on line 135
[04-Feb-2024 12:08:19 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:12:00 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:14:08 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:15:48 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:20:16 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:22:06 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:32:55 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:36:41 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css/): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
[04-Feb-2024 12:36:46 UTC] PHP Warning:  rmdir(C:\Users\Scradle\Local Sites\planty\app\public/wp-content/litespeed/css): Permission denied in C:\Users\Scradle\Local Sites\planty\app\public\wp-content\plugins\litespeed-cache\src\file.cls.php on line 45
